2022,5,26,12,30,0,2104,
2022,5,26,12,31,0,1989,
2022,5,26,12,32,0,1913,
2022,5,26,12,33,0,1913,
2022,5,26,12,34,0,1760,
2022,5,26,12,35,0,1703,
2022,5,26,12,36,0,1646,
2022,5,26,12,37,0,1626,
2022,5,26,12,38,0,1550,
2022,5,26,12,39,0,1435,
2022,5,26,12,40,0,1455,
2022,5,26,12,41,0,1359,
2022,5,26,12,42,0,1264,
2022,5,26,12,43,0,1206,
2022,5,26,12,44,0,1225,
2022,5,26,12,45,0,1149,
2022,5,26,12,46,0,1053,
2022,5,26,12,47,0,1073,
2022,5,26,12,48,0,996,
2022,5,26,12,49,0,901,
2022,5,26,12,50,0,977,
2022,5,26,12,51,0,824,
2022,5,26,12,52,0,767,
2022,5,26,12,53,0,748,
2022,5,26,12,54,0,786,
2022,5,26,12,55,0,729,
2022,5,26,12,56,0,691,
2022,5,26,12,57,0,710,
2022,5,26,12,58,0,614,
2022,5,26,12,59,0,557,
2022,5,26,13,0,0,576,
2022,5,26,13,1,0,576,
2022,5,26,13,2,0,538,
2022,5,26,13,3,0,519,
2022,5,26,13,4,0,476,
2022,5,26,13,5,0,464,
2022,5,26,13,6,0,452,
2022,5,26,13,7,0,464,
2022,5,26,13,8,0,452,
2022,5,26,13,9,0,441,
2022,5,26,13,10,0,406,
2022,5,26,13,11,0,406,
2022,5,26,13,12,0,406,
2022,5,26,13,13,0,406,
2022,5,26,13,14,0,371,
2022,5,26,13,15,0,406,
2022,5,26,13,16,0,347,
2022,5,26,13,17,0,406,
2022,5,26,13,18,0,382,
2022,5,26,13,19,0,335,
2022,5,26,13,20,0,347,
2022,5,26,13,21,0,347,
2022,5,26,13,22,0,359,
2022,5,26,13,23,0,335,
2022,5,26,13,24,0,335,
2022,5,26,13,25,0,335,
2022,5,26,13,26,0,417,
2022,5,26,13,27,0,1760,
2022,5,26,13,28,0,2448,
2022,5,26,13,29,0,2390,
2022,5,26,13,30,0,2238,
2022,5,26,13,31,0,2066,
2022,5,26,13,32,0,1970,
2022,5,26,13,33,0,1894,
2022,5,26,13,34,0,1817,
2022,5,26,13,35,0,1684,
2022,5,26,13,36,0,1607,
2022,5,26,13,37,0,1588,
2022,5,26,13,38,0,1455,
2022,5,26,13,39,0,1455,
2022,5,26,13,40,0,1321,
2022,5,26,13,41,0,1283,
2022,5,26,13,42,0,1264,
2022,5,26,13,43,0,1206,
2022,5,26,13,44,0,1130,
